startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_phone,startup_email
Almé Paris lève 5M € pour développer sa collection de la taille 36 à 54,5 000 000,05/12/2023,https://www.jaimelesstartups.fr/news/alme-paris-leve-5m-e-pour-developper-ses-vetements-de-la-taille-36-a-54/,,,,,,
"Naaia annonce une levée d’1,3 millions € pour sa solution de gouvernance de l’IA",1 300 000,04/12/2023,https://www.jaimelesstartups.fr/news/naaia-annonce-une-levee-d13-millions-e-pour-sa-solution-de-gouvernance-de-lia/,,,,,,
La Boissonnerie de Paris prépare sa levée de fonds,1500000,04/12/2023,https://www.jaimelesstartups.fr/news/la-boissonnerie-de-paris-prepare-sa-levee-de-fonds/,,,,,,
LiveMeUp,"1,4 millions",01/12/2023,https://www.jaimelesstartups.fr/livemeup/,,,,,,
Nolej annonce une levée de fonds de 3 millions d’euros,3 millions d'euros,01/12/2023,https://www.jaimelesstartups.fr/news/nolej-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
"Finishers lève 3,3 millions € pour accélérer le développement de sa marketplace","3,3 MILLIONS",29/11/2023,https://www.jaimelesstartups.fr/news/finishers-leve-33-millions-e-pour-accelerer-le-developpement-de-sa-marketplace/,,,,,,
Cultive annonce une levée de fonds de 400K€ pour développer ses fermes,400 000 €,29/11/2023,https://www.jaimelesstartups.fr/news/cultive-annonce-une-levee-de-fonds-de-400ke-pour-developper-ses-fermes/,,,,,,
MENDO lève 700K€ pour son offre de formation B2B dédiée à l’IA,700 000 €,28/11/2023,https://www.jaimelesstartups.fr/news/mendo-leve-700ke-pour-son-offre-de-formation-b2b-dediee-a-l-ia/,,,,,,
Sigma Data Corp annonce une levée de fonds d’1M €,1 000 000 €,27/11/2023,https://www.jaimelesstartups.fr/news/sigma-data-corp-annonce-une-levee-de-fonds-d1m-e/,,,,,,
Obat lève 12 millions d’euros pour accélérer son expansion,12M€,27/11/2023,https://www.jaimelesstartups.fr/news/obat-leve-12-millions-deuros-pour-accelerer-son-expansion/,,,,,,
Karos Mobility annonce une levée de fonds de 17 millions d’euros,17M euros,27/11/2023,https://www.jaimelesstartups.fr/news/karos-mobility-annonce-une-levee-de-fonds-de-17-millions-deuros/,,,,,,
DoorFeed lève 12 millions d’euros en Seed pour accélérer le déploiement de sa plateforme d’immobilier résidentiel,12 000 000,23/11/2023,https://www.jaimelesstartups.fr/news/doorfeed-leve-12-millions-deuros-en-seed-pour-accelerer-le-deploiement-de-sa-plateforme-dimmobilier-residentiel/,,,,,,
Wealthcome lève 1 million € pour accélérer la commercialisation de son outil de gestion de patrimoine,1 million d'euros,23/11/2023,https://www.jaimelesstartups.fr/news/wealthcome-leve-1-million-e-pour-accelerer-la-commercialisation-de-son-outil-de-gestion-de-patrimoine/,,,,,,
"Gandee, Workadventure et l’accélérateur Allianz lancent une journée de solidarité",500 000,23/11/2023,https://www.jaimelesstartups.fr/news/gandee-workadventure-et-laccelerateur-allianz-lancent-une-journee-de-solidarite/,,,,,,
La FoodTech Malou annonce une levée de fonds de 10 M€ pour financer son internationalisation,10000000,20/11/2023,https://www.jaimelesstartups.fr/news/la-foodtech-malou-annonce-une-levee-de-fonds-de-10-me-pour-financer-son-internationalisation/,,,,,,
EODev annonce une levée de 46 millions d’euros pour accélérer la commercialisation de ses générateurs électriques à hydrogène,46 millions €,16/11/2023,https://www.jaimelesstartups.fr/news/eodev-annonce-une-levee-de-46-millions-deuros-pour-accelerer-la-commercialisation-de-ses-generateurs-electriques-a-hydrogene/,,,,,,
Omi,6 000 000,16/11/2023,https://www.jaimelesstartups.fr/news/omi/,,,,,,
La Région Nouvelle-Aquitaine et la BEI financent à hauteur de 500 millions d’euros des investissements en faveur des mobilités décarbonées,500 000 000 €,15/11/2023,https://www.jaimelesstartups.fr/news/la-region-nouvelle-aquitaine-et-la-bei-financent-a-hauteur-de-500-millions-deuros-des-investissements-en-faveur-des-mobilites-decarbonees/,,,,,,
Lys Therapeutics reçoit 2M€ d’aide de la BPI,2,15/11/2023,https://www.jaimelesstartups.fr/news/lys-therapeutics-recoit-2me-daide-de-la-bpi/,,,,,,
Uzaje annonce une série B de 11 millions d’euros pour son service de réemploi des contenants,11 000 000 €,10/11/2023,https://www.jaimelesstartups.fr/news/uzaje-annonce-une-serie-b-de-11-millions-deuros-pour-son-service-de-reemploi-des-contenants/,,,,,,
Beev lève 3 millons d’euros pour soutenir la croissance de son offre de leasing de véhicules électriques,3 000 000 €,09/11/2023,https://www.jaimelesstartups.fr/news/beev-leve-3-millons-deuros-pour-soutenir-la-croissance-de-son-offre-de-leasing-de-vehicules-electriques/,,,,,,
Goodvest annonce une levée de 10 millions € pour accélérer sa croissance et son offre de finance verte,10 millions €,06/11/2023,https://www.jaimelesstartups.fr/news/goodvest-annonce-une-levee-de-10-millions-e-pour-accelerer-sa-croissance-et-son-offre-de-finance-verte/,,,,,,
L’école du numérique en ligne Revoltrain lève 3 millions d’euros,3 millions €,26/10/2023,https://www.jaimelesstartups.fr/news/lecole-du-numerique-en-ligne-revoltrain-leve-3-millions-deuros/,,,,,,
Ublo,625 K,25/10/2023,https://www.jaimelesstartups.fr/ublo-outil-de-gestion-locative-en-saas/,,,,,,
Bien Sûr,4000000,25/10/2023,https://www.jaimelesstartups.fr/bien-sur-box-de-stockage/,,,,,,
Nomad Homes lève 20 millions € pour ses outils IA destinés aux agents immobiliers,20 000 000,25/10/2023,https://www.jaimelesstartups.fr/news/nomad-homes-leve-20-millions-e-pour-ses-outils-ia-destines-aux-agents-immobiliers/,,,,,,
ADN SKIS,200 000,18/10/2023,https://www.jaimelesstartups.fr/adn-skis-des-skis-recyclables/,,,,,,
Spark Cleantech lève 4 millions € pour sa solution d’hydrogène décarboné,4 millions,16/10/2023,https://www.jaimelesstartups.fr/news/spark-cleantech-leve-4-millions-e-pour-sa-solution-dhydrogene-decarbone/,,,,,,
Hectarea annonce une levée de 500 000 euros,500 000 €,16/10/2023,https://www.jaimelesstartups.fr/news/hectarea-annonce-une-levee-de-500-000-euros/,,,,,,
"StayTouch, le whatsapp français, est déployé pour les équipes de la mairie du 7ème arrondissement de Paris",3 000 000€,13/10/2023,https://www.jaimelesstartups.fr/news/staytouch-le-whatsapp-francais-est-deploye-pour-les-equipes-de-la-mairie-du-7eme-arrondissement-de-paris/,,,,,,
Qlower,2 millions d'euros,13/10/2023,https://www.jaimelesstartups.fr/qlower-automatise-la-compta-et-la-declaration-fiscale-des-investisseurs-immobiliers/,,,,,,
Geosophy reçoit le label “Solar Impulse Efficient Solution” pour sa plateforme SaaS,2000000,12/10/2023,https://www.jaimelesstartups.fr/news/geosophy-recoit-le-label-solar-impulse-efficient-solution-pour-sa-plateforme-saas/,,,,,,
"EPISTO annonce une levée de fonds de 2,5 millions d’euros",2 500 000 euros,11/10/2023,https://www.jaimelesstartups.fr/news/episto-annonce-une-levee-de-fonds-de-25-millions-deuros/,,,,,,
Sorius-training,1000000,11/10/2023,https://www.jaimelesstartups.fr/sorius-training-ia-accompagnement-sportif/,,,,,,
N01zet,460 000 €,10/10/2023,https://www.jaimelesstartups.fr/n01zet-token-as-a-service-pour-creer-un-programme-de-fidelite/,,,,,,
Matchers,2M€,09/10/2023,https://www.jaimelesstartups.fr/matchers-trouver-des-financements-pour-former-ses-equipes/,,,,,,
Thank You Lab,300 000,05/10/2023,https://www.jaimelesstartups.fr/thank-you-lab-biomimetisme-cremes-contre-les-maladies-de-peau/,,,,,,
Niryo annonce une levée de fonds de 10 millions d’euros,10 000 000,05/10/2023,https://www.jaimelesstartups.fr/news/niryo-annonce-une-levee-de-fonds-de-10-millions-deuros/,,,,,,
FINGREEN AI annonce une levée de fonds d’1 M€ pour accélérer son développement,1000000,05/10/2023,https://www.jaimelesstartups.fr/news/fingreen-ai-annonce-une-levee-de-fonds-d1-me-pour-accelerer-son-developpement/,,,,,,
Umiami lève 32.5Millions € pour développer sa viande végétale,32.5M€,03/10/2023,https://www.jaimelesstartups.fr/news/umiami-leve-32-5millions-e-pour-developper-sa-viande-vegetale/,,,,,,
ChapsVision lève 90M€ pour se développer en Europe,90 000 000,03/10/2023,https://www.jaimelesstartups.fr/news/chapsvision-leve-90me-pour-se-developper-en-europe/,,,,,,
La crypto startup Qwarks annonce une levée de 800 K€,800 000,29/09/2023,https://www.jaimelesstartups.fr/news/la-crypto-startup-qwarks-annonce-une-levee-de-800-ke/,,,,,,
Klaxo annonce une levée de fonds d’un million d’euros,1000000,28/09/2023,https://www.jaimelesstartups.fr/news/klaxo-klaxo-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
Skeat annonce une levée de 3 millions €,3 000 000,27/09/2023,https://www.jaimelesstartups.fr/news/skeat-annonce-une-levee-de-3-millions-e/,,,,,,
"Onliz annonce une levée de fonds de 11,5 millions €",11 500 000 €,26/09/2023,https://www.jaimelesstartups.fr/news/onliz-annonce-une-levee-de-fonds-de-115-millions-e/,,,,,,
Plan A annonce une levée de fonds de $27 millions €,$ 27 000 000,21/09/2023,https://www.jaimelesstartups.fr/news/plan-a-annonce-une-levee-de-fonds-de-27-millions-e/,,,,,,
Arianee fournit une solution de passeports numériques aux montres Panerai,20 millions d'euros,21/09/2023,https://www.jaimelesstartups.fr/news/arianee-fournit-une-solution-de-passeports-numeriques-aux-montres-panerai/,,,,,,
Jotelulu et son cloud arrive en France,5 000 000€,20/09/2023,https://www.jaimelesstartups.fr/news/jotelulu-et-son-cloud-arrive-en-france/,,,,,,
Via Sana annonce une levée de fonds de 6 M€,6000000,19/09/2023,https://www.jaimelesstartups.fr/news/via-sana-annonce-une-levee-de-fonds-de-6-me/,,,,,,
Alloccasions annonce une levée de fonds de 500 000 euros,500000,14/09/2023,https://www.jaimelesstartups.fr/news/alloccasions-annonce-une-levee-de-fonds-de-500-000-euros/,,,,,,
Charlie Solutions annonce une levée de fonds d’1.5 millions €,1.5 M€,13/09/2023,https://www.jaimelesstartups.fr/news/charlie-solutions-annonce-une-levee-de-fonds-d1-5-millions-e/,,,,,,
Hyppo annonce une levée de fonds de 3 millions d’euros,3 000 000,13/09/2023,https://www.jaimelesstartups.fr/news/hyppo-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
La Banque des Territoires et le Crédit Mutuel Asset Management investissent 1M€ dans FEVE,1 M€,12/09/2023,https://www.jaimelesstartups.fr/news/la-banque-des-territoires-et-le-credit-mutuel-asset-management-investissent-1me-dans-feve/,,,,,,
"BOBBEE annonce une levée de fonds d’1,2 million d’euros","1,2 millions d'euros",07/09/2023,https://www.jaimelesstartups.fr/news/bobbee-annonce-une-levee-de-fonds-d12-million-deuros/,,,,,,
Openstone,500 000€,01/09/2023,https://www.jaimelesstartups.fr/openstone-plateforme-investissement-immobilier/,,,,,,
The Fancy Room,150000,28/08/2023,https://www.jaimelesstartups.fr/the-fancy-room-plateforme-darchitectes-dinterieurs/,,,,,,
Republike,75000,17/08/2023,https://www.jaimelesstartups.fr/republike-reseau-social-web3/,,,,,,
Mirakl annonce une ligne de crédit de 100 millions d’euros,100 millions €,01/08/2023,https://www.jaimelesstartups.fr/news/mirakl-annonce-une-ligne-de-credit-de-100-millions-deuros/,,,,,,
Preply plateforme d’apprentissage de langue annonce une levée de fonds de 70 millions de $,70 Millions $,21/07/2023,https://www.jaimelesstartups.fr/news/preply-plateforme-dapprentissage-de-langue-annonce-une-levee-de-fonds-de-70-millions-de/,,,,,,
"Kenko annonce une levée de fonds d’1,3 M€","1,3 M€",19/07/2023,https://www.jaimelesstartups.fr/news/kenko-annonce-une-levee-de-fonds-d13-me/,,,,,,
Comand AI annonce une levée de 3 millions € pour sa plateforme IA appliquée à la défense,3 000 000,12/07/2023,https://www.jaimelesstartups.fr/news/comand-ai-annonce-une-levee-de-3-millions-e-pour-sa-plateforme-ia-appliquee-a-la-defense/,,,,,,
La ComptaTech Dougs annonce une leve de 25 Millions €,25 000 000€,05/07/2023,https://www.jaimelesstartups.fr/news/la-comptatech-dougs-annonce-une-leve-de-25-millions-e/,,,,,,
PLEDGER annonce une levée de fonds d’un million € pour sa plateforme de crédit patrimonial,1 000 000,05/07/2023,https://www.jaimelesstartups.fr/news/pledger-annonce-une-levee-de-fonds-dun-million-e-pour-sa-plateforme-de-credit-patrimonial/,,,,,,
"La startup qui digitalise les usines, Juno annonce une levée de fonds de 3M€",3 millions d’euros,05/07/2023,https://www.jaimelesstartups.fr/news/la-startup-qui-digitalise-les-usines-juno-annonce-une-levee-de-fonds-de-3me/,,,,,,
JoKer Bike annonce une levée de fonds de 750 K€ pour transformer un vélo en vélo cargo,750 000 €,05/07/2023,https://www.jaimelesstartups.fr/news/joker-bike-annonce-une-levee-de-fonds-de-750-ke-pour-transformer-un-velo-en-velo-cargo/,,,,,,
Omaj lève 2 millions d’euros pour sa plateforme de vêtements seconde main,2 000 000,04/07/2023,https://www.jaimelesstartups.fr/news/omaj-leve-2-millions-deuros-pour-sa-plateforme-de-vetements-seconde-main/,,,,,,
TOLV annonce une levée de fonds de 6.5 millions d’euros,6.5 millions,04/07/2023,https://www.jaimelesstartups.fr/news/tolv-annonce-une-levee-de-fonds-de-6-5-millions-deuros/,,,,,,
Laundryheap annonce le rachat de la startup française Wast,10 millions de livres sterling,30/06/2023,https://www.jaimelesstartups.fr/news/laundryheap-annonce-le-rachat-de-la-startup-francaise-wast/,,,,,,
Agronutris annonce la création de la plus grande usine d’insectes,100 000 000 €,28/06/2023,https://www.jaimelesstartups.fr/news/agronutris-annonce-la-creation-de-la-plus-grande-usine-dinsectes/,,,,,,
Gapianne annonce une levée de fonds de 900 000€,900 000€,27/06/2023,https://www.jaimelesstartups.fr/news/gapianne-annonce-une-levee-de-fonds-de-900-000e/,,,,,,
Retreeb signe un partenariat avec la ville de Tours,"1,7 million $",27/06/2023,https://www.jaimelesstartups.fr/news/retreeb-signe-un-partenariat-avec-la-ville-de-tours/,,,,,,
Les Opticiens Mobiles lancent LUCIID : des montures écoresponsables,"7,5 millions",27/06/2023,https://www.jaimelesstartups.fr/news/les-opticiens-mobiles-lancent-luciid-des-montures-ecoresponsables/,,,,,,
Raw Ventures organise une journée financement pour les média,1 million d'euros,22/06/2023,https://www.jaimelesstartups.fr/news/raw-ventures-organise-une-journee-financement-pour-les-media/,,,,,,
Trone lève 5 millions € pour commercialiser ses toilettes haut de gamme en Europe,5 000 000 €,22/06/2023,https://www.jaimelesstartups.fr/news/trone-leve-5-millions-e-pour-commercialiser-ses-toilettes-haut-de-gamme-en-europe/,,,,,,
Aveine annonce une levée de fonds de 600 K€,680 000,22/06/2023,https://www.jaimelesstartups.fr/news/aveine-annonce-une-levee-de-fonds-de-600-ke/,,,,,,
Geosophy annonce une levée de fonds de 2 Millions d’euros,2 000 000 €,21/06/2023,https://www.jaimelesstartups.fr/news/geosophy-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
Ma Boite à Moustique,850 000 €,21/06/2023,https://www.jaimelesstartups.fr/ma-boite-a-moustique-piege-anti-moustique/,,,,,,
La proptech Yalink annonce une levée de fonds de 460K€,460 000 euros,21/06/2023,https://www.jaimelesstartups.fr/news/la-proptech-yalink-annonce-une-levee-de-fonds-de-460ke/,,,,,,
Blank annonce une levée de fonds de 47M€ et se lance en Europe,47000000,19/06/2023,https://www.jaimelesstartups.fr/news/blank-annonce-une-levee-de-fonds-de-47me-et-se-lance-en-europe/,,,,,,
FAIRMAT recycle les chutes des usines de Dassault Aviation,34 Millions,19/06/2023,https://www.jaimelesstartups.fr/news/fairmat-recycle-les-chutes-des-usines-de-dassault-aviation/,,,,,,
Trezy lève 3 millions d’euros pour faciliter la gestion financières des PME,3000000,19/06/2023,https://www.jaimelesstartups.fr/news/trezy-leve-3-millions-deuros-pour-faciliter-la-gestion-financieres-des-pme/,,,,,,
LeBigDay lève 800 000 € pour faciliter la gestion des photos numérique,800 000,19/06/2023,https://www.jaimelesstartups.fr/news/lebigday-leve-800-000-e-pour-faciliter-la-gestion-des-photos-numerique/,,,,,,
Everping organise un webinar à propos de la gestion des appareils Apple,1800000,15/06/2023,https://www.jaimelesstartups.fr/news/everping-organise-un-webinar-a-propos-de-la-gestion-des-appareils-apple/,,,,,,
La discrète Mistral.ai annonce une levée de fonds de 105 M€ pour devenir le ChatGPT européen,105 millions €,14/06/2023,https://www.jaimelesstartups.fr/news/la-discrete-mistral-ai-annonce-une-levee-de-fonds-de-105-me-pour-devenir-le-chatgpt-europeen/,,,,,,
DJUST annonce une levée de fonds de 12 millions d’euros,12 000 000€,12/06/2023,https://www.jaimelesstartups.fr/news/djust-annonce-une-levee-de-fonds-de-12-millions-deuros/,,,,,,
Hey Pongo se déploie dans 4 nouveaux pays,5M€,09/06/2023,https://www.jaimelesstartups.fr/news/hey-pongo-se-deploie-dans-4-nouveaux-pays/,,,,,,
SoVillas annonce une levée de fonds de 10 millions d’euros,10 millions d'euros,07/06/2023,https://www.jaimelesstartups.fr/news/sovillas-annonce-une-levee-de-fonds-de-10-millions-deuros/,,,,,,
"Riverse annonce une levée de fonds d’1,5 millions d’euros","1,5 million d'euros",05/06/2023,https://www.jaimelesstartups.fr/news/riverse-annonce-une-levee-de-fonds-d15-millions-deuros/,,,,,,
PrimaDiag,500 000€,05/06/2023,https://www.jaimelesstartups.fr/primadiag-plateformes-robotiques-automatisation-analyse-biologie/,,,,,,
"La cleantech Vizzia annonce une levée de 3,4 millions d’euros",3.4 millions,01/06/2023,https://www.jaimelesstartups.fr/news/vizzia-annonce-une-levee-de-34-millions-deuros/,,,,,,
Zen Modular annonce une levée de fonds de 1 million d’euros,1 000 000 €,31/05/2023,https://www.jaimelesstartups.fr/news/zen-modular-annonce-une-levee-de-fonds-de-1-million-deuros/,,,,,,
Kippit annonce une levée de fonds de 600 000€ auprès de BIM Groupe,800000,30/05/2023,https://www.jaimelesstartups.fr/news/kippit-annonce-une-levee-de-fonds-de-600-000e-aupres-de-bim-groupe/,,,,,,
Mecanicus annonce une levée de fonds de 3M€ pour sa plateforme dédiée à l’automobile,3000000,26/05/2023,https://www.jaimelesstartups.fr/news/mecanicus-annonce-une-levee-de-fonds-de-3me-pour-sa-plateforme-dediee-a-lautomobile/,,,,,,
Gandee annonce une levée de fonds de 500K€ pour faciliter le RSE,500000,25/05/2023,https://www.jaimelesstartups.fr/news/gandee-annonce-une-levee-de-fonds-de-500ke-pour-faciliter-le-rse/,,,,,,
Toog annonce une levée de fonds de 300 000 euros,300000,24/05/2023,https://www.jaimelesstartups.fr/news/toog-annonce-une-levee-de-fonds-de-300-000-euros/,,,,,,
Native Spaces annonce une levée de fonds de 2 millions d’euros,2 000 000,24/05/2023,https://www.jaimelesstartups.fr/news/native-spaces-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
